,FPR,FNR
0,0.1608662026295437,0.5605536332179931
1,0.16163959783449341,0.5501730103806228
2,0.1848414539829853,0.47058823529411764
3,0.21655065738592422,0.4429065743944637
4,0.18097447795823665,0.47058823529411764
5,0.19644238205723125,0.45674740484429066
6,0.15699922660479504,0.5363321799307958
7,0.10982211910286156,0.6643598615916955
8,0.1554524361948956,0.5605536332179931
9,0.23279195668986852,0.4186851211072664
10,0.168600154679041,0.5224913494809689
11,0.19798917246713071,0.4532871972318339
12,0.18329466357308585,0.5051903114186851
13,0.16937354988399073,0.5086505190311419
14,0.21036349574632637,0.4532871972318339
15,0.13766434648105183,0.5916955017301038
16,0.21500386697602475,0.4359861591695502
17,0.22583139984532097,0.43252595155709345
18,0.21423047177107502,0.4463667820069204
19,0.18561484918793503,0.4671280276816609
20,0.18948182521268367,0.4740484429065744
21,0.1956689868522815,0.45674740484429066
22,0.15467904098994587,0.5501730103806228
23,0.21268368136117555,0.4429065743944637
24,0.13766434648105183,0.5916955017301038
25,0.15081206496519722,0.5605536332179931
26,0.11523588553750967,0.6643598615916955
27,0.102861562258314,0.671280276816609
28,0.2188708430007734,0.4290657439446367
29,0.22892498066511988,0.4117647058823529
30,0.1368909512761021,0.6055363321799307
31,0.16550657385924208,0.5224913494809689
32,0.19721577726218098,0.45674740484429066
33,0.21964423820572312,0.44982698961937717
34,0.15467904098994587,0.5709342560553633
35,0.19721577726218098,0.45674740484429066
36,0.2034029389017788,0.45674740484429066
37,0.2505800464037123,0.4013840830449827
38,0.12915699922660479,0.6262975778546713
39,0.21423047177107502,0.4463667820069204
40,0.18097447795823665,0.4913494809688581
41,0.19334880123743234,0.4913494809688581
42,0.2219644238205723,0.43944636678200694
43,0.10827532869296211,0.6608996539792388
44,0.20417633410672853,0.47058823529411764
45,0.09899458623356536,0.7058823529411765
46,0.16163959783449341,0.5294117647058824
47,0.19953596287703015,0.4740484429065744
48,0.12606341840680588,0.6228373702422145
49,0.20804331013147717,0.4463667820069204
